label,text,text_,tokens_text_,tokens_text_length_
inadimplemento,"Ocorre que a Ré não pagou as prestações vencidas desde 14/05/2013, conforme prova planilha de cálculo em anexo.",ocorre re nao pagou prestacoes vencidas desde conforme prova planilha calculo anexo,"['ocorre', 're', 'nao', 'pagou', 'prestacoes', 'vencidas', 'desde', 'conforme', 'prova', 'planilha', 'calculo', 'anexo']",12
alienacao_fiduciaria,"em que dá como garantia, por meio de alienação fiduciária, nos termos do Decreto-Lei 911/69, o bem abaixo descrito (cláusula 5 do contrato): FORD UTILITARIOS ECOSPORT-2006/2005, COR PRETA, PLACA: DSSS804, CHASSI: 9BFZE16F068735135.",garantia meio alienacao fiduciaria termos decreto lei bem abaixo descrito clausula contrato ford utilitarios ecosport cor preta placa chassi,"['garantia', 'meio', 'alienacao', 'fiduciaria', 'termos', 'decreto', 'lei', 'bem', 'abaixo', 'descrito', 'clausula', 'contrato', 'ford', 'utilitarios', 'ecosport', 'cor', 'preta', 'placa', 'chassi']",19
contrato,"O Autor celebrou com à Ré o “Comntrato de Abertura de Crédito”, n.º 0240179869 (doc. anexo),",autor celebrou re comntrato abertura credito n doc anexo,"['autor', 'celebrou', 're', 'comntrato', 'abertura', 'credito', 'n', 'doc', 'anexo']",9
outros,"7 – Assim sendo, verifica-se nos artigos 1º e 3º do Decreto-Lei nº. 911/69, que o autor pretende através da busca e apreensão dos veículos alienados fiduciariamente, assegurar a recuperação de seu crédito tendo em vista a inadimplência da ré. É de rigor a concessão da medida liminar, desde que comprovada à mora e o inadimplemento, que no caso em tela, restou documentalmente comprovada.",assim sendo verifica artigos decreto lei autor pretende atraves busca apreensao veiculos alienados fiduciariamente assegurar recuperacao credito tendo vista inadimplencia re rigor concessao medida liminar desde comprovada mora inadimplemento caso tela restou documentalmente comprovada,"['assim', 'sendo', 'verifica', 'artigos', 'decreto', 'lei', 'autor', 'pretende', 'atraves', 'busca', 'apreensao', 'veiculos', 'alienados', 'fiduciariamente', 'assegurar', 'recuperacao', 'credito', 'tendo', 'vista', 'inadimplencia', 're', 'rigor', 'concessao', 'medida', 'liminar', 'desde', 'comprovada', 'mora', 'inadimplemento', 'caso', 'tela', 'restou', 'documentalmente', 'comprovada']",34
constituicao_mora,"6 - Contudo, ocorreu inadimplemento contratual por parte da ré, ficando caracterizada a mora pela Notificação Extrajudicial, registrada junto ao 5º Oficial de Registro de Títulos e Documentos e Civil de Pessoa Jurídica da Capital (doc. 07/09).",contudo ocorreu inadimplemento contratual parte re ficando caracterizada mora notificacao extrajudicial registrada junto oficial registro titulos documentos civil pessoa juridica capital doc,"['contudo', 'ocorreu', 'inadimplemento', 'contratual', 'parte', 're', 'ficando', 'caracterizada', 'mora', 'notificacao', 'extrajudicial', 'registrada', 'junto', 'oficial', 'registro', 'titulos', 'documentos', 'civil', 'pessoa', 'juridica', 'capital', 'doc']",22
inadimplemento,"4 – Entretanto, a ré deixou de pagar as parcelas pactuadas desde 15/01/2013 até a presente data, razão pela qual o saldo devedor do contrato atinge a importância de R$ 1.467.081,92 (um milhão quatrocentos e sessenta e sete mil e oitenta e um reais e noventa e dois centavos), apurado até 06/05/2013 (doc.6).",entretanto re deixou pagar parcelas pactuadas desde ate presente data razao saldo devedor contrato atinge importancia milhao quatrocentos sessenta sete mil oitenta reais noventa dois centavos apurado ate doc,"['entretanto', 're', 'deixou', 'pagar', 'parcelas', 'pactuadas', 'desde', 'ate', 'presente', 'data', 'razao', 'saldo', 'devedor', 'contrato', 'atinge', 'importancia', 'milhao', 'quatrocentos', 'sessenta', 'sete', 'mil', 'oitenta', 'reais', 'noventa', 'dois', 'centavos', 'apurado', 'ate', 'doc']",29
alienacao_fiduciaria,"O contrato tem por garantia os bens descritos abaixo (docs.5), que ficaram vinculados ao autor por alienação fiduciária, nos termos da cláusula 5ª da Cédula em referencia, tornando-se a ré possuidora e depositária dos seguintes bens a serem apreendidos: Tipo Marca Modelo Chassi Renavam Placa Caminhão VW 24.250 ECL 9534N8240AR012935 184846307 EMK 8198 Caminhão VW 24.250 ECL 9534N8242AR013360 184846544 EMK 8176 Caminhão VW 24.250 ECL 9534N824XAR013171 184847400 EMK 8217 Caminhão FORD F-16000 9BFYK86F2YD041926 743793951 DAK 4513 Caminhão VW 15.190 9BWUS72S93R307286 805428070 CZZ 6098 Caminhão VW 15.190 9BW1K82T44R423112 830347348 DOR 2303",contrato garantia bens descritos abaixo docs ficaram vinculados autor alienacao fiduciaria termos clausula cedula referencia tornando re possuidora depositaria seguintes bens serem apreendidos tipo marca modelo chassi renavam placa caminhao vw ecl emk caminhao vw ecl emk caminhao vw ecl emk caminhao ford f dak caminhao vw czz caminhao vw dor,"['contrato', 'garantia', 'bens', 'descritos', 'abaixo', 'docs', 'ficaram', 'vinculados', 'autor', 'alienacao', 'fiduciaria', 'termos', 'clausula', 'cedula', 'referencia', 'tornando', 're', 'possuidora', 'depositaria', 'seguintes', 'bens', 'serem', 'apreendidos', 'tipo', 'marca', 'modelo', 'chassi', 'renavam', 'placa', 'caminhao', 'vw', 'ecl', 'emk', 'caminhao', 'vw', 'ecl', 'emk', 'caminhao', 'vw', 'ecl', 'emk', 'caminhao', 'ford', 'f', 'dak', 'caminhao', 'vw', 'czz', 'caminhao', 'vw', 'dor']",51
contrato,"Em 27/12/2012, a ré celebrou com o autor uma Cédula de Crédito Bancário (Mutuo) nº.001462322 (doc. 04), no valor total de R$ 1.459.000,00(um milhão quatrocentos e cinquenta e nove mil reais), a ser pago em parcela única no dia 28/01/2013, conforme item 11.1 das “Características da Operação” constante da referida Cédula.",re celebrou autor cedula credito bancario mutuo doc valor total milhao quatrocentos cinquenta nove mil reais ser pago parcela unica dia conforme item caracteristicas operacao constante referida cedula,"['re', 'celebrou', 'autor', 'cedula', 'credito', 'bancario', 'mutuo', 'doc', 'valor', 'total', 'milhao', 'quatrocentos', 'cinquenta', 'nove', 'mil', 'reais', 'ser', 'pago', 'parcela', 'unica', 'dia', 'conforme', 'item', 'caracteristicas', 'operacao', 'constante', 'referida', 'cedula']",28
outros,"SUVIFER I E C FERRO E AÇO LTDA., empresa de direito privado, inscrita no CNPJ/MF sob nº. 62.088.828/0001-09, com sede na Rua Barão de Monte Santo, 1.300 – Prq da Mooca – São Paulo - SP, CEP: 03123-020, tudo pelas razões de fato e de direito a seguir aduzidas:",suvifer i c ferro aco ltda empresa direito privado inscrita cnpj mf sob sede rua barao monte santo prq mooca sao paulo sp cep tudo razoes fato direito seguir aduzidas,"['suvifer', 'i', 'c', 'ferro', 'aco', 'ltda', 'empresa', 'direito', 'privado', 'inscrita', 'cnpj', 'mf', 'sob', 'sede', 'rua', 'barao', 'monte', 'santo', 'prq', 'mooca', 'sao', 'paulo', 'sp', 'cep', 'tudo', 'razoes', 'fato', 'direito', 'seguir', 'aduzidas']",30
outros,"QUARENTA E CINCO CENTAVOS), sendo que o valor total para fins de purgação da mora em R$ R$ 55.310,45 (CINQUENTA E CINCO MIL E TREZENTOS E DEZ REAIS E QUARENTA E CINCO CENTAVOS).",quarenta cinco centavos sendo valor total fins purgacao mora cinquenta cinco mil trezentos dez reais quarenta cinco centavos,"['quarenta', 'cinco', 'centavos', 'sendo', 'valor', 'total', 'fins', 'purgacao', 'mora', 'cinquenta', 'cinco', 'mil', 'trezentos', 'dez', 'reais', 'quarenta', 'cinco', 'centavos']",18
outros,"5. Assim, o débito vencido do(a) Réu(Ré) , devidamente atualizado até 19/07/2019 pelos encargos contratados importa em R$ 55.310,45 (CINQUENTA E CINCO MIL E TREZENTOS E DEZ REAIS E",assim debito vencido reu re devidamente atualizado ate encargos contratados importa cinquenta cinco mil trezentos dez reais,"['assim', 'debito', 'vencido', 'reu', 're', 'devidamente', 'atualizado', 'ate', 'encargos', 'contratados', 'importa', 'cinquenta', 'cinco', 'mil', 'trezentos', 'dez', 'reais']",17
constituicao_mora,"4. O Autor, seguindo os procedimentos estabelecidos pela Lei 13.043/2014, constituiu a mora do réu, por meio da notificação formalizada por carta registrada com aviso de recebimento (doc. nº 04).",autor seguindo procedimentos estabelecidos lei constituiu mora reu meio notificacao formalizada carta registrada aviso recebimento doc,"['autor', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 'reu', 'meio', 'notificacao', 'formalizada', 'carta', 'registrada', 'aviso', 'recebimento', 'doc']",16
inadimplemento,"3. Ocorre, porém, que o(a) Réu(Ré) tornou­se Inadimplente, deixando de efetuar o pagamento das prestações a partir de 19/02/2019 incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do decreto Lei 911/69, com as alterações da Lei 13.043/2014.",ocorre porem reu re tornouse inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 'reu', 're', 'tornouse', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",22
alienacao_fiduciaria,"2. Em garantia das obrigações assumidas, o(a) Réu(Ré) transferiu em Alienação Fiduciária ao Autor, o(s) bem(s) descrito(s) no supra mencionado contrato à saber: ______________________________________________________________________________________________________________________________________________ MARCA/MODELO: MITSUBISHI/L­200 CD TRITON 4X4 3.2 16V TB­IC AT 4P (DD) Basico ANO DE FABRICAÇÃO / MODELO: 2010/2011 COR: VERDE PLACA: EUK6337 CHASSI: 93XJRKB8TBCA28392 RENAVAM: 295717840",garantia obrigacoes assumidas reu re transferiu alienacao fiduciaria autor s bem s descrito s supra mencionado contrato saber marca modelo mitsubishi cd triton tbic at dd basico ano fabricacao modelo cor verde placa chassi renavam,"['garantia', 'obrigacoes', 'assumidas', 'reu', 're', 'transferiu', 'alienacao', 'fiduciaria', 'autor', 's', 'bem', 's', 'descrito', 's', 'supra', 'mencionado', 'contrato', 'saber', 'marca', 'modelo', 'mitsubishi', 'cd', 'triton', 'tbic', 'at', 'dd', 'basico', 'ano', 'fabricacao', 'modelo', 'cor', 'verde', 'placa', 'chassi', 'renavam']",35
contrato,"1. Por força de um contrato de financiamento para aquisição de Bens, garantido por Alienação Fiduciária, cujo instrumento tomou o nº 12050000236738 (doc. anexo), celebrado em 19/02/2018, o(a) Réu(Ré) obteve um crédito junto ao Autor na quantia de R$ 60.106,88 (SESSENTA MIL E CENTO E SEIS REAIS E OITENTA E OITO CENTAVOS), a ser pago em 36 parcelas no valor de R$ 2.182,00 (DOIS MIL E CENTO E OITENTA E DOIS REAIS), tendo como data do vencimento da primeira parcela o dia 19/03/2018 e da última o dia 19/02/2021, vencido antecipadamente nos termos da cláusula 19 do referido contrato.",forca contrato financiamento aquisicao bens garantido alienacao fiduciaria cujo instrumento tomou doc anexo celebrado reu re obteve credito junto autor quantia sessenta mil cento seis reais oitenta oito centavos ser pago parcelas valor dois mil cento oitenta dois reais tendo data vencimento primeira parcela dia ultima dia vencido antecipadamente termos clausula referido contrato,"['forca', 'contrato', 'financiamento', 'aquisicao', 'bens', 'garantido', 'alienacao', 'fiduciaria', 'cujo', 'instrumento', 'tomou', 'doc', 'anexo', 'celebrado', 'reu', 're', 'obteve', 'credito', 'junto', 'autor', 'quantia', 'sessenta', 'mil', 'cento', 'seis', 'reais', 'oitenta', 'oito', 'centavos', 'ser', 'pago', 'parcelas', 'valor', 'dois', 'mil', 'cento', 'oitenta', 'dois', 'reais', 'tendo', 'data', 'vencimento', 'primeira', 'parcela', 'dia', 'ultima', 'dia', 'vencido', 'antecipadamente', 'termos', 'clausula', 'referido', 'contrato']",53
outros,"AÇÃO DE BUSCA E APREENSÃO Em face de THAIS REGINA RIBEIRO SOARES, brasileiro(a), inscrito(a) no CPF/MF sob o nº 150.930.978­02, residente e domiciliado à R IMA PAULA LOEBENSTEIN, 25, VILA MARIA ZELIA, SAO PAULO/ SP CEP 03021220, pelos motivos de fato e de direito que se passa a expor:",acao busca apreensao face thais regina ribeiro soares brasileiro inscrito cpf mf sob residente domiciliado r ima paula loebenstein vila maria zelia sao paulo sp cep motivos fato direito passa expor,"['acao', 'busca', 'apreensao', 'face', 'thais', 'regina', 'ribeiro', 'soares', 'brasileiro', 'inscrito', 'cpf', 'mf', 'sob', 'residente', 'domiciliado', 'r', 'ima', 'paula', 'loebenstein', 'vila', 'maria', 'zelia', 'sao', 'paulo', 'sp', 'cep', 'motivos', 'fato', 'direito', 'passa', 'expor']",31
outros,"Desta feita, cabe ao(a) Autor(a) o direito de apreender o(s) bem(ns) que lhe foi(ram) fiduciariamente alienado(s) e em seguida promover a sua venda aplicando o respectivo resultado ao pagamento do débito de R$ 41.165,86 (QUARENTA E UM MIL E CENTO E SESSENTA E CINCO REAIS E OITENTA E SEIS CENTAVOS), correspondente ao principal e acessórios das dívidas vencidas e vincendas o(a) Requerido(a), devidamente discriminados no doc.",desta feita cabe autor direito apreender s bem ns ram fiduciariamente alienado s seguida promover venda aplicando respectivo resultado pagamento debito quarenta mil cento sessenta cinco reais oitenta seis centavos correspondente principal acessorios dividas vencidas vincendas requerido devidamente discriminados doc,"['desta', 'feita', 'cabe', 'autor', 'direito', 'apreender', 's', 'bem', 'ns', 'ram', 'fiduciariamente', 'alienado', 's', 'seguida', 'promover', 'venda', 'aplicando', 'respectivo', 'resultado', 'pagamento', 'debito', 'quarenta', 'mil', 'cento', 'sessenta', 'cinco', 'reais', 'oitenta', 'seis', 'centavos', 'correspondente', 'principal', 'acessorios', 'dividas', 'vencidas', 'vincendas', 'requerido', 'devidamente', 'discriminados', 'doc']",40
outros,"Assim, o débito vencido do(a) Requerido(a), devidamente atualizado até 20/04/2016 pelos encargos contratados importa em R$ 4.424,36 (QUATRO MIL E QUATROCENTOS E VINTE E QUATRO REAIS E TRINTA E SEIS CENTAVOS) (doc. nº 05), sendo que o valor total para fins de purgação da mora em R$ 41.165,86 (QUARENTA E UM MIL E CENTO E SESSENTA E CINCO REAIS E OITENTA E SEIS CENTAVOS).",assim debito vencido requerido devidamente atualizado ate encargos contratados importa quatro mil quatrocentos vinte quatro reais trinta seis centavos doc sendo valor total fins purgacao mora quarenta mil cento sessenta cinco reais oitenta seis centavos,"['assim', 'debito', 'vencido', 'requerido', 'devidamente', 'atualizado', 'ate', 'encargos', 'contratados', 'importa', 'quatro', 'mil', 'quatrocentos', 'vinte', 'quatro', 'reais', 'trinta', 'seis', 'centavos', 'doc', 'sendo', 'valor', 'total', 'fins', 'purgacao', 'mora', 'quarenta', 'mil', 'cento', 'sessenta', 'cinco', 'reais', 'oitenta', 'seis', 'centavos']",35
constituicao_mora,"O(A) Autor(a), seguindo os procedimentos estabelecidos pela Lei 13.043/2014, constituiu a mora o(a) Requerido(a), por meio da notificação formalizada por carta registrada com aviso de recebimento(doc. nº 04).",autor seguindo procedimentos estabelecidos lei constituiu mora requerido meio notificacao formalizada carta registrada aviso recebimento doc,"['autor', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 'requerido', 'meio', 'notificacao', 'formalizada', 'carta', 'registrada', 'aviso', 'recebimento', 'doc']",16
inadimplemento,"Ocorre, porém, que o(a) Requerido(a) tornou-se inadimplente, deixando de efetuar o pagamento das prestações a partir de 21/01/2016, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ocorre porem requerido tornou inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 'requerido', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",21
alienacao_fiduciaria,"Em garantia das obrigações assumidas o(a) Requerido(a) transferiu em Alienação Fiduciária, o(s) bem(ns) descrito(s) no supra mencionado contrato a saber : a) ESPÉCIE: AUTOMÓVEL MARCA/MODELO: RENAULT / MASTER - EXEC 16L EUROLAF ANO: 2014/2015 CHASSI: 93YMAF4LEFJ419051 PLACA: FSH9968 COR: BRANCA",garantia obrigacoes assumidas requerido transferiu alienacao fiduciaria s bem ns descrito s supra mencionado contrato saber especie automovel marca modelo renault master exec eurolaf ano chassi placa cor branca,"['garantia', 'obrigacoes', 'assumidas', 'requerido', 'transferiu', 'alienacao', 'fiduciaria', 's', 'bem', 'ns', 'descrito', 's', 'supra', 'mencionado', 'contrato', 'saber', 'especie', 'automovel', 'marca', 'modelo', 'renault', 'master', 'exec', 'eurolaf', 'ano', 'chassi', 'placa', 'cor', 'branca']",29
contrato,"O(A) Autor(a) concedeu à(o) Requerido(a)um financiamento no valor de R$ 82.666,08 (OITENTA E DOIS MIL E SEISCENTOS E SESSENTA E SEIS REAIS E OITO CENTAVOS), para ser restituído por meio de 48 prestações mensais, no valor de R$ 1.722,21, com vencimento final em 21/05/2018, mediante Contrato de Financiamento sob nº 321453551. para Aquisição de Bens, garantido por Alienação Fiduciária, celebrado em 21/05/2014.",autor concedeu requerido financiamento valor oitenta dois mil seiscentos sessenta seis reais oito centavos ser restituido meio prestacoes mensais valor vencimento final mediante contrato financiamento sob aquisicao bens garantido alienacao fiduciaria celebrado,"['autor', 'concedeu', 'requerido', 'financiamento', 'valor', 'oitenta', 'dois', 'mil', 'seiscentos', 'sessenta', 'seis', 'reais', 'oito', 'centavos', 'ser', 'restituido', 'meio', 'prestacoes', 'mensais', 'valor', 'vencimento', 'final', 'mediante', 'contrato', 'financiamento', 'sob', 'aquisicao', 'bens', 'garantido', 'alienacao', 'fiduciaria', 'celebrado']",32
outros,"5. Assim, o débito vencido do réu, devidamente atualizado pelos encargos contratados importa em R$ 8.976,36 (oito mil, novecentos e setenta e seis reais e trinta e seis centavos), sendo que o valor para fins de purgação da mora em R$ 53.978,13 (cinquenta e três mil, novecentos e setenta e oito reais e treze centavos), referente as parcelas vencidas e vincendas, conforme preceitua o § 2º do artigo 3º do Decreto-Lei nº 911/69.",assim debito vencido reu devidamente atualizado encargos contratados importa oito mil novecentos setenta seis reais trinta seis centavos sendo valor fins purgacao mora cinquenta tres mil novecentos setenta oito reais treze centavos referente parcelas vencidas vincendas conforme preceitua SS artigo decreto lei,"['assim', 'debito', 'vencido', 'reu', 'devidamente', 'atualizado', 'encargos', 'contratados', 'importa', 'oito', 'mil', 'novecentos', 'setenta', 'seis', 'reais', 'trinta', 'seis', 'centavos', 'sendo', 'valor', 'fins', 'purgacao', 'mora', 'cinquenta', 'tres', 'mil', 'novecentos', 'setenta', 'oito', 'reais', 'treze', 'centavos', 'referente', 'parcelas', 'vencidas', 'vincendas', 'conforme', 'preceitua', 'SS', 'artigo', 'decreto', 'lei']",42
constituicao_mora,"4. O autor, seguindo os procedimentos estabelecidos pela Lei 13.043/2014, constituiu a mora do réu, por meio de Notificação Extrajudicial, esta foi entregue, sendo, o seu resultado “POSITIVO”.",autor seguindo procedimentos estabelecidos lei constituiu mora reu meio notificacao extrajudicial entregue sendo resultado positivo,"['autor', 'seguindo', 'procedimentos', 'estabelecidos', 'lei', 'constituiu', 'mora', 'reu', 'meio', 'notificacao', 'extrajudicial', 'entregue', 'sendo', 'resultado', 'positivo']",15
inadimplemento,"3. Ocorre, porém, que o réu se tornou inadimplente, deixando de efetuar o pagamento das prestações a partir de 20/12/2017, incorrendo em mora desde então, nos termos do artigo 2º e § 2º, do Decreto-Lei 911/69, com as alterações da Lei 13.043/2014.",ocorre porem reu tornou inadimplente deixando efetuar pagamento prestacoes partir incorrendo mora desde entao termos artigo SS decreto lei alteracoes lei,"['ocorre', 'porem', 'reu', 'tornou', 'inadimplente', 'deixando', 'efetuar', 'pagamento', 'prestacoes', 'partir', 'incorrendo', 'mora', 'desde', 'entao', 'termos', 'artigo', 'SS', 'decreto', 'lei', 'alteracoes', 'lei']",21
alienacao_fiduciaria,"2. Em garantia das obrigações assumidas o réu transferiu em Alienação Fiduciária, o bem descrito no supramencionado contrato, a saber: VEÍCULO MARCA: AUDI MODELO: Q3 ATTRACTION 2.0 TFSI QUATTRO ANO/ FABRICAÇÃO: 2014 - ANO/MODELO: 2015 COR: PRETA PLACA: FWU 2111 CHASSI: WAUDFA8U8FR001783 RENAVAM: 1020214136",garantia obrigacoes assumidas reu transferiu alienacao fiduciaria bem descrito supramencionado contrato saber veiculo marca audi modelo attraction tfsi quattro ano fabricacao ano modelo cor preta placa fwu chassi renavam,"['garantia', 'obrigacoes', 'assumidas', 'reu', 'transferiu', 'alienacao', 'fiduciaria', 'bem', 'descrito', 'supramencionado', 'contrato', 'saber', 'veiculo', 'marca', 'audi', 'modelo', 'attraction', 'tfsi', 'quattro', 'ano', 'fabricacao', 'ano', 'modelo', 'cor', 'preta', 'placa', 'fwu', 'chassi', 'renavam']",29
contrato,"deveria ser restituído por meio de 36 (trinta e seis) prestações mensais, com vencimento final em 20/05/2019, garantido por Alienação Fiduciária celebrado em 19/05/2016.",deveria ser restituido meio trinta seis prestacoes mensais vencimento final garantido alienacao fiduciaria celebrado,"['deveria', 'ser', 'restituido', 'meio', 'trinta', 'seis', 'prestacoes', 'mensais', 'vencimento', 'final', 'garantido', 'alienacao', 'fiduciaria', 'celebrado']",14
contrato,"1. O autor é credor do réu da quantia de R$ 85.000,00 (oitenta e cinco mil reais), relativo ao Emissão da Cédula de Crédito Bancário – Financiamento para Aquisição de Bens e/ou serviços CDC - PF n° 003.996.768, o valor",autor credor reu quantia oitenta cinco mil reais relativo emissao cedula credito bancario financiamento aquisicao bens servicos cdc pf ndeg valor,"['autor', 'credor', 'reu', 'quantia', 'oitenta', 'cinco', 'mil', 'reais', 'relativo', 'emissao', 'cedula', 'credito', 'bancario', 'financiamento', 'aquisicao', 'bens', 'servicos', 'cdc', 'pf', 'ndeg', 'valor']",21
outros,"AÇÃO DE BUSCA E APREENSÃO em face de REJANE DE PADUA PELLEGRINI, brasileira, casada, portadora da Cédula de Identidade RG nº 362256007, inscrito no CPF sob o nº 007.343.996-77, com endereço à Rua Doutor Cardoso de Melo nº 382, apartamento 51, Vila Olímpia, São Paulo - SP, Cep: 04548-002, sem endereço eletrônico conhecido, pelos motivos de fato e de direito que abaixo se alinham:",acao busca apreensao face rejane padua pellegrini brasileira casada portadora cedula identidade rg inscrito cpf sob endereco rua doutor cardoso melo apartamento vila olimpia sao paulo sp cep endereco eletronico conhecido motivos fato direito abaixo alinham,"['acao', 'busca', 'apreensao', 'face', 'rejane', 'padua', 'pellegrini', 'brasileira', 'casada', 'portadora', 'cedula', 'identidade', 'rg', 'inscrito', 'cpf', 'sob', 'endereco', 'rua', 'doutor', 'cardoso', 'melo', 'apartamento', 'vila', 'olimpia', 'sao', 'paulo', 'sp', 'cep', 'endereco', 'eletronico', 'conhecido', 'motivos', 'fato', 'direito', 'abaixo', 'alinham']",36
outros,"5- Isto posto, vem, o Banco Autor, sempre respeitosamente, requerer a V.Exa., se digne de CONCEDER LIMINARMENTE A BUSCA E APREENSÃO do bem descrito e individualizado no item ""1"", expedindo-se MANDADO para seu efetivo cumprimento. Efetuada a apreensão, requer, seja o bem depositado em mãos do Representante Legal do Banco Autor. Para tanto, requer os benefícios do art. 172, parágrafo 1º e 2º e art. 173, do EP",posto vem banco autor sempre respeitosamente requerer v exa digne conceder liminarmente busca apreensao bem descrito individualizado item expedindo mandado efetivo cumprimento efetuada apreensao requer bem depositado maos representante legal banco autor tanto requer beneficios art paragrafo art ep,"['posto', 'vem', 'banco', 'autor', 'sempre', 'respeitosamente', 'requerer', 'v', 'exa', 'digne', 'conceder', 'liminarmente', 'busca', 'apreensao', 'bem', 'descrito', 'individualizado', 'item', 'expedindo', 'mandado', 'efetivo', 'cumprimento', 'efetuada', 'apreensao', 'requer', 'bem', 'depositado', 'maos', 'representante', 'legal', 'banco', 'autor', 'tanto', 'requer', 'beneficios', 'art', 'paragrafo', 'art', 'ep']",39
constituicao_mora,"4- Como conseqiiência de tal mora, impõe-se a realização da garantia, nos termos avençados no referido contrato, sendo o valor do débito, em 04/04/2014, de R$ 81.610,23 (OITENTA E UM MIL E SEISCENTOS E DEZ REAIS E VINTE E TRÊS CENTAVOS), conforme planilha de débito atualizada (doc.anexo), referente às parcelas vencidas e vincendas, com a ressalva de que, em caso de pagamento em juízo, deverão ser acrescidas as custas processuais e honorários advocatícios a serem arbitrados por este r. Juízo e que o desconto incidente nas parcelas vincendas será proporcional à data do efetivo pagamento. Nos termos da nova redação do Art. 3º, $ 2º, do Decreto - Lei 911/69, alterado pela Lei 10.931/2004.",conseqiiencia tal mora impoe realizacao garantia termos avencados referido contrato sendo valor debito oitenta mil seiscentos dez reais vinte tres centavos conforme planilha debito atualizada doc anexo referente parcelas vencidas vincendas ressalva caso pagamento juizo deverao ser acrescidas custas processuais honorarios advocaticios serem arbitrados r juizo desconto incidente parcelas vincendas sera proporcional data efetivo pagamento termos nova redacao art decreto lei alterado lei,"['conseqiiencia', 'tal', 'mora', 'impoe', 'realizacao', 'garantia', 'termos', 'avencados', 'referido', 'contrato', 'sendo', 'valor', 'debito', 'oitenta', 'mil', 'seiscentos', 'dez', 'reais', 'vinte', 'tres', 'centavos', 'conforme', 'planilha', 'debito', 'atualizada', 'doc', 'anexo', 'referente', 'parcelas', 'vencidas', 'vincendas', 'ressalva', 'caso', 'pagamento', 'juizo', 'deverao', 'ser', 'acrescidas', 'custas', 'processuais', 'honorarios', 'advocaticios', 'serem', 'arbitrados', 'r', 'juizo', 'desconto', 'incidente', 'parcelas', 'vincendas', 'sera', 'proporcional', 'data', 'efetivo', 'pagamento', 'termos', 'nova', 'redacao', 'art', 'decreto', 'lei', 'alterado', 'lei']",63
inadimplemento,"3- Ocorre Excelência, que o Réu não cumpriu o avençado, pois está em débito com o Banco Autor desde a parcela 026/48 vencida em 26/10/2013, e nesta condição foi constituído em mora, através de NOTIFICAÇÃO EXTRAJUDICIAL feita pelo Cartório de Títulos de Documentos (doc.anexo), nos termos do art. 2º, do Dec.-Lei 911/69.",ocorre excelencia reu nao cumpriu avencado pois debito banco autor desde parcela vencida nesta condicao constituido mora atraves notificacao extrajudicial feita cartorio titulos documentos doc anexo termos art dec lei,"['ocorre', 'excelencia', 'reu', 'nao', 'cumpriu', 'avencado', 'pois', 'debito', 'banco', 'autor', 'desde', 'parcela', 'vencida', 'nesta', 'condicao', 'constituido', 'mora', 'atraves', 'notificacao', 'extrajudicial', 'feita', 'cartorio', 'titulos', 'documentos', 'doc', 'anexo', 'termos', 'art', 'dec', 'lei']",30
outros,"Esgotados todos os meios para que o(a) Requerido(a) liquidasse o seu débito, o Requerente, vem, respeitosamente, à presença de Vossa Excelência, requerer se digne ordenar a Busca e Apreensão do bem da sua propriedade que está na posse precária do(a) Requerido(a), para tanto, expedindo-se liminarmente, mandado de busca e apreensão, a ser cumprido nos endereços já mencionados ou no lugar onde o bem estiver, depositando-o em mãos da Requerente",esgotados todos meios requerido liquidasse debito requerente vem respeitosamente presenca vossa excelencia requerer digne ordenar busca apreensao bem propriedade posse precaria requerido tanto expedindo liminarmente mandado busca apreensao ser cumprido enderecos ja mencionados lugar onde bem depositando maos requerente,"['esgotados', 'todos', 'meios', 'requerido', 'liquidasse', 'debito', 'requerente', 'vem', 'respeitosamente', 'presenca', 'vossa', 'excelencia', 'requerer', 'digne', 'ordenar', 'busca', 'apreensao', 'bem', 'propriedade', 'posse', 'precaria', 'requerido', 'tanto', 'expedindo', 'liminarmente', 'mandado', 'busca', 'apreensao', 'ser', 'cumprido', 'enderecos', 'ja', 'mencionados', 'lugar', 'onde', 'bem', 'depositando', 'maos', 'requerente']",39
